STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
CA,5,U,M,Not matched,L,F,B,U,2
other,40,H,F,3,L,F,B,T,2
CA,18,H,M,3,L,E,B,S,2
other,10,U,F,2,L,D,C,U,4
other,11,H,F,3,L,E,B,S,1
IN,43,H,M,2,L,F,C,R,2
IL,10,H,F,3,L,D,A,U,4
FL,13,H,F,3,L,G,A,S,1
other,35,H,F,3,L,F,B,T,1
WI,51,H,M,2,L,F,D,R,3
GA,49,U,F,3,L,E,C,R,2
other,9,U,F,Not matched,L,F,B,U,3
other,36,H,M,3,L,G,D,T,2
other,50,H,F,3,L,F,C,R,3
FL,11,U,F,3,L,D,A,S,1
WA,24,U,F,1,L,F,C,C,1
MI,40,H,M,3,L,E,C,T,2
MO,21,U,F,Not matched,L,E,A,S,3
IN,49,U,M,1,L,F,D,R,2
FL,29,U,M,3,L,F,A,C,2
CA,13,H,other,2,L,G,A,S,1
FL,35,H,F,3,L,E,A,T,1
CA,11,U,M,Not matched,L,D,A,S,1
TX,13,H,F,1,L,E,B,S,1
CA,31,U,F,2,L,D,A,C,3
FL,21,H,F,2,L,F,A,S,3
other,2,U,F,Not matched,L,F,B,U,1
other,28,H,M,3,L,G,C,C,2
other,40,U,F,Not matched,L,F,B,T,2
CA,8,U,F,3,L,G,A,U,3
CA,34,U,F,2,L,E,A,T,1
MO,51,U,M,1,L,F,D,R,3
TX,14,H,M,3,L,G,A,S,1
WA,25,U,M,1,L,E,B,C,2
CA,9,H,M,3,L,F,A,U,3
NC,22,H,F,2,L,E,B,C,1
MI,21,H,M,2,L,G,A,S,3
TX,35,H,F,2,L,E,A,T,1
IL,14,H,M,3,L,G,A,S,1
other,17,U,F,Not matched,L,E,A,S,2
CA,27,H,M,3,L,G,A,C,2
TX,4,U,M,1,L,G,A,U,2
TX,3,U,M,3,L,F,A,U,1
WA,42,U,M,1,L,F,D,R,1
IN,27,H,F,2,L,F,C,C,2
IL,12,H,F,3,L,E,A,S,1
other,46,U,M,2,L,G,B,R,2
other,27,H,F,3,L,E,C,C,2
GA,23,U,F,3,L,F,A,C,1
other,27,H,M,3,L,G,B,C,2
CA,39,U,F,3,L,F,C,T,2
CA,21,U,M,3,L,F,A,S,3
other,21,U,M,Not matched,L,E,B,S,3
IN,35,H,F,3,L,E,C,T,1
other,13,H,M,3,L,F,B,S,1
CA,19,U,F,Not matched,L,F,A,S,2
other,36,H,M,3,L,E,D,T,2
other,39,H,F,3,L,G,D,T,2
CA,23,U,F,Not matched,L,F,A,C,1
CA,40,U,F,Not matched,L,D,A,T,2
other,13,H,M,3,L,G,B,S,1
MI,3,U,M,Not matched,L,F,B,U,1
MI,35,H,M,3,L,F,A,T,1
MI,35,U,M,1,L,E,A,T,1
other,14,U,F,1,L,F,A,S,1
other,4,H,F,3,L,E,B,U,2
IN,27,H,F,3,L,F,B,C,2
CA,35,H,M,3,L,G,B,T,1
IL,13,U,F,Not matched,L,E,A,S,1
CA,40,H,F,2,L,G,A,T,2
CA,29,U,F,Not matched,L,F,A,C,2
TX,14,H,M,3,L,F,A,S,1
WA,36,U,F,3,L,G,C,T,2
WA,9,U,F,2,L,E,A,U,3
CA,30,H,F,3,L,F,C,C,3
MI,12,U,F,2,L,F,B,S,1
IL,18,H,M,3,L,F,A,S,2
GA,40,H,F,2,L,E,A,T,2
CA,40,U,F,Not matched,L,G,A,R,2
MI,18,H,M,3,L,E,C,S,2
MI,5,U,M,2,L,G,A,U,2
CA,22,H,F,3,L,F,A,C,1
other,29,U,F,Not matched,L,F,D,C,2
TX,47,U,F,2,L,E,D,R,2
other,41,H,other,3,L,E,C,T,3
CA,14,H,F,3,L,F,A,S,1
CA,35,H,M,3,L,G,B,T,1
CA,40,U,F,Not matched,L,D,A,T,2
WA,31,H,F,2,L,F,B,C,3
CA,24,H,M,1,L,F,A,C,1
GA,24,U,F,Not matched,L,F,A,C,1
other,49,U,F,Not matched,L,E,D,R,2
FL,40,U,M,Not matched,L,G,A,R,2
other,49,H,M,2,L,F,D,R,2
other,36,U,M,Not matched,L,F,D,T,2
CA,7,U,F,Not matched,L,F,A,U,2
FL,28,H,M,3,L,D,A,C,2
other,36,H,M,3,L,E,B,T,2
MI,28,H,F,3,L,E,C,C,2
CA,1,U,F,Not matched,L,G,A,U,1
FL,28,H,M,3,L,E,A,C,2
MO,40,H,F,2,L,E,C,R,2
CA,29,H,F,1,L,F,A,C,2
CA,24,U,F,Not matched,L,F,A,C,1
IL,28,H,M,3,L,F,C,C,2
NC,22,H,F,3,L,F,B,C,1
IL,4,U,M,Not matched,L,G,A,U,2
TX,44,H,M,3,L,F,A,R,2
CA,8,H,F,3,L,E,A,U,3
TX,32,H,F,3,L,F,A,C,3
WA,11,H,F,3,L,D,A,S,1
MO,22,U,M,1,L,F,B,C,1
other,45,H,M,3,L,G,D,R,2
CA,31,H,M,3,L,E,A,C,3
FL,29,H,M,2,L,E,B,C,2
FL,39,H,M,3,L,D,B,T,2
IL,40,U,F,Not matched,L,D,D,R,2
other,51,U,M,3,L,F,D,R,3
FL,33,H,M,3,L,G,B,C,3
MI,43,U,M,3,L,F,D,R,2
IL,49,U,F,2,L,F,C,R,2
other,41,H,M,2,L,E,D,T,3
FL,40,H,F,3,L,G,A,T,2
FL,16,H,F,3,L,G,B,S,2
other,27,H,F,3,L,E,B,C,2
NC,39,U,M,3,L,F,B,T,2
other,27,H,F,3,L,F,D,C,2
other,45,U,M,3,L,F,D,R,2
CA,52,H,F,3,L,G,B,R,3
other,26,U,F,Not matched,L,G,B,C,2
TX,27,H,F,3,L,F,C,C,2
NC,28,U,F,Not matched,L,G,C,C,2
other,47,U,M,2,L,F,C,R,2
IL,18,H,M,3,L,F,A,S,2
GA,40,H,F,3,L,E,A,T,2
MI,10,H,F,3,L,D,A,U,4
other,40,U,F,2,L,G,B,R,2
WI,26,U,F,3,L,G,C,C,2
IN,18,H,F,3,L,G,B,S,2
other,40,U,M,1,L,F,C,R,2
WA,28,H,M,3,L,F,C,C,2
other,35,H,M,3,L,G,B,T,1
CA,46,H,F,3,L,F,B,R,2
CA,13,H,F,3,L,E,A,S,1
WI,35,H,M,3,L,D,C,T,1
FL,8,H,F,2,L,E,A,U,3
IL,10,H,F,2,L,F,A,U,4
CA,53,H,F,2,L,D,C,R,3
TX,1,H,F,3,L,G,A,U,1
CA,12,U,M,Not matched,L,F,A,S,1
CA,12,H,F,3,L,F,A,S,1
other,38,U,M,Not matched,L,E,D,T,2
CA,18,H,M,1,L,F,A,S,2
other,45,U,F,2,L,F,D,R,2
other,36,U,F,Not matched,L,F,D,T,2
other,10,H,F,2,L,F,B,U,4
WI,41,H,F,2,L,F,C,T,3
other,22,H,F,2,L,G,B,C,1
GA,14,H,M,3,L,F,A,S,1
CA,13,U,F,Not matched,L,G,A,S,1
MO,40,H,M,3,L,F,D,T,2
CA,24,H,F,3,L,G,A,C,1
other,12,U,F,2,L,G,B,S,1
NC,40,U,M,2,L,F,B,R,2
FL,17,U,M,3,L,E,B,S,2
CA,40,U,M,Not matched,L,F,B,R,2
other,11,H,M,3,L,F,A,S,1
IL,53,H,M,2,L,E,D,R,3
other,20,H,M,3,L,G,B,S,2
other,26,U,M,2,L,F,B,C,2
CA,2,H,F,2,L,F,A,U,1
GA,16,H,M,3,L,G,A,S,2
other,39,H,M,3,L,F,B,T,2
NC,35,H,F,2,L,E,C,T,1
TX,23,H,F,3,L,F,A,C,1
other,40,H,M,2,L,F,D,R,2
CA,12,H,F,3,L,E,A,S,1
FL,16,H,M,3,L,G,B,S,2
FL,33,H,M,3,L,G,C,C,3
FL,35,H,M,3,L,E,B,T,1
TX,41,U,F,3,L,E,A,T,3
other,43,U,F,Not matched,L,G,B,R,2
other,51,H,F,3,L,G,D,R,3
MO,1,H,M,2,L,G,B,U,1
other,5,U,M,1,L,F,A,U,2
IL,53,U,F,Not matched,L,E,D,R,3
GA,7,U,F,Not matched,L,F,A,U,2
CA,34,U,M,Not matched,L,F,C,T,1
CA,13,H,F,2,L,G,B,S,1
FL,29,U,M,Not matched,L,G,A,C,2
MI,36,U,M,2,L,F,A,T,2
CA,18,U,M,Not matched,L,D,A,S,2
IN,27,U,F,1,L,F,A,C,2
CA,1,U,F,Not matched,L,F,A,U,1
CA,14,H,F,2,L,F,A,S,1
other,40,H,F,3,L,E,B,T,2
IL,5,H,F,3,L,G,A,U,2
other,45,H,M,2,L,G,D,R,2
MO,36,U,F,2,L,F,B,T,2
MI,44,U,F,Not matched,L,D,B,R,2
MI,48,H,M,2,L,F,D,R,2
other,43,H,F,3,L,E,B,R,2
NC,24,U,F,Not matched,L,F,B,C,1
IN,39,H,M,3,L,F,C,T,2
other,8,U,F,2,L,D,A,U,3
CA,33,U,F,1,L,E,B,C,3
other,16,H,F,3,L,E,B,S,2
IN,21,H,M,3,L,D,B,S,3
TX,10,H,M,1,L,E,B,U,4
MO,40,U,M,Not matched,L,E,B,T,2
FL,2,H,F,3,L,F,A,U,1
CA,5,H,F,2,L,G,A,U,2
other,14,H,F,3,L,F,B,S,1
GA,24,H,F,2,L,F,A,C,1
IL,20,U,M,2,L,E,A,S,2
other,39,U,F,Not matched,L,D,B,T,2
MI,44,H,F,3,L,F,D,R,2
WA,35,H,M,3,L,F,C,T,1
CA,8,U,F,Not matched,L,F,A,U,3
MO,39,U,F,Not matched,L,E,B,T,2
TX,24,H,M,3,L,G,B,C,1
TX,36,U,F,2,L,D,C,T,2
MI,35,H,M,2,L,G,A,T,1
WA,18,H,M,3,L,G,A,S,2
IN,35,H,F,3,L,F,B,T,1
NC,28,H,M,3,L,G,C,C,2
GA,15,H,M,1,L,F,A,S,1
other,30,H,M,3,L,E,B,C,3
IL,13,H,F,2,L,F,A,S,1
IL,8,H,M,2,L,F,D,U,3
other,36,H,F,3,L,E,D,T,2
TX,24,U,F,3,L,F,C,C,1
IL,41,H,F,2,L,F,A,T,3
other,28,H,M,3,L,F,C,C,2
CA,27,H,F,3,L,E,A,C,2
MI,12,H,M,2,L,E,A,S,1
other,43,U,M,2,L,E,D,R,2
CA,9,H,M,3,L,F,A,U,3
NC,22,U,F,Not matched,L,F,B,C,1
other,18,H,F,3,L,G,A,S,2
GA,35,H,F,2,L,F,A,T,1
other,9,U,F,3,L,E,A,U,3
other,42,U,F,1,L,E,B,R,1
CA,52,U,F,Not matched,L,E,B,R,3
IN,25,U,M,Not matched,L,F,B,C,2
MI,40,H,M,3,L,G,A,R,2
other,30,H,F,2,L,F,B,C,3
FL,27,H,F,3,L,G,B,C,2
MI,51,H,F,2,L,G,D,R,3
other,35,H,F,1,L,E,D,T,1
MI,42,U,F,3,L,F,C,R,1
MO,28,H,F,2,L,F,B,C,2
MO,12,H,F,2,L,E,A,S,1
other,53,H,M,3,L,F,D,R,3
other,13,H,F,3,L,E,B,S,1
TX,45,U,M,2,L,F,A,R,2
TX,1,U,F,1,L,G,A,U,1
WI,27,H,F,3,L,G,C,C,2
other,36,U,M,2,L,E,C,T,2
WA,27,H,F,3,L,G,C,C,2
other,40,H,F,3,L,D,C,R,2
CA,14,H,other,2,L,F,A,S,1
other,35,U,F,Not matched,L,G,A,T,1
CA,13,H,other,3,L,G,A,S,1
CA,11,H,F,2,L,F,B,S,1
other,28,U,F,3,L,E,B,C,2
other,15,U,F,3,L,E,B,S,1
other,27,H,F,3,L,E,C,C,2
FL,37,H,M,3,L,E,C,T,2
MO,36,U,F,3,L,F,A,T,2
CA,46,H,M,3,L,F,C,R,2
other,49,H,F,2,L,E,B,R,2
CA,30,U,M,2,L,E,A,C,3
CA,15,U,F,3,L,F,A,S,1
WA,2,U,M,Not matched,L,F,A,U,1
IL,21,H,F,3,L,F,B,S,3
IL,49,U,M,3,L,G,C,R,2
CA,16,U,F,Not matched,L,F,A,S,2
other,24,H,F,3,L,D,C,C,1
MI,39,H,M,3,L,E,D,T,2
IL,8,H,M,3,L,G,A,U,3
CA,46,H,M,2,L,F,A,R,2
other,38,U,M,Not matched,L,F,B,T,2
other,38,H,F,3,L,E,D,T,2
other,13,H,M,2,L,G,B,S,1
CA,15,H,M,3,L,F,A,S,1
other,32,H,M,3,L,F,B,C,3
other,40,H,M,3,L,F,D,T,2
other,11,H,M,3,L,F,B,S,1
CA,12,U,F,3,L,D,A,S,1
other,41,H,F,2,L,F,A,T,3
FL,31,U,F,Not matched,L,G,A,C,3
FL,17,H,F,2,L,F,B,S,2
WA,22,U,F,Not matched,L,F,A,C,1
other,39,U,F,2,L,F,C,T,2
MI,40,U,M,2,L,G,B,T,2
WI,49,U,F,Not matched,L,F,B,R,2
MI,20,H,M,2,L,F,A,S,2
GA,13,H,M,3,L,E,A,S,1
FL,28,H,F,3,L,E,B,C,2
FL,31,H,F,3,L,E,B,C,3
MI,16,U,M,3,L,F,A,S,2
WI,44,U,F,2,L,F,C,R,2
TX,40,H,M,3,L,F,B,T,2
CA,40,H,F,3,L,G,B,R,2
other,23,U,F,Not matched,L,F,A,C,1
CA,11,H,M,3,L,F,A,S,1
FL,51,H,F,3,L,F,C,R,3
NC,30,U,other,3,L,F,C,C,3
other,20,U,F,1,L,E,B,S,2
FL,28,U,F,2,L,D,B,C,2
other,34,H,M,3,L,F,D,T,1
other,28,H,M,3,L,D,C,C,2
IL,12,H,F,3,L,F,B,S,1
CA,4,H,M,2,L,F,A,U,2
other,23,H,M,2,L,E,B,C,1
GA,15,H,M,3,L,F,A,S,1
CA,34,H,F,3,L,F,A,T,1
other,35,U,F,Not matched,L,F,C,T,1
FL,1,U,F,Not matched,L,F,A,U,1
other,35,H,F,3,L,E,B,T,1
WA,13,U,F,Not matched,L,F,A,S,1
other,28,U,F,3,L,D,B,C,2
GA,49,H,M,2,L,F,B,R,2
TX,35,H,F,2,L,F,C,T,1
IL,35,H,F,3,L,G,A,T,1
MI,36,H,M,2,L,G,C,T,2
MI,35,H,M,3,L,F,B,T,1
TX,15,U,F,Not matched,L,E,B,S,1
MO,24,H,M,2,L,G,A,C,1
other,24,U,F,Not matched,L,F,B,C,1
other,38,H,M,3,L,F,D,T,2
other,3,H,F,3,L,F,A,U,1
other,24,H,F,3,L,E,B,C,1
CA,23,U,F,Not matched,L,F,A,C,1
other,30,H,F,3,L,E,D,C,3
FL,15,H,F,3,L,F,B,S,1
TX,40,H,M,2,L,G,A,T,2
CA,18,U,F,2,L,F,B,S,2
CA,3,H,F,2,L,F,A,U,1
WI,27,H,other,3,L,F,C,C,2
CA,13,U,M,2,L,G,A,S,1
FL,46,H,F,2,L,D,C,R,2
WA,42,U,F,1,L,F,B,R,1
other,15,U,M,Not matched,L,F,A,S,1
other,43,H,F,3,L,E,D,R,2
CA,18,H,M,3,L,E,A,S,2
other,44,H,F,2,L,F,B,R,2
other,41,U,other,3,L,E,D,T,3
other,30,H,F,3,L,F,B,C,3
other,44,U,M,Not matched,L,E,B,R,2
other,41,U,M,3,L,F,C,T,3
IN,36,U,F,Not matched,L,E,D,T,2
MO,16,H,F,3,L,F,B,S,2
GA,36,U,M,3,L,D,B,T,2
other,49,H,F,3,L,G,D,R,2
other,37,U,M,3,L,F,C,T,2
CA,3,U,F,1,L,F,A,U,1
other,36,U,F,Not matched,L,D,C,T,2
other,13,H,F,2,L,G,B,S,1
NC,49,U,F,Not matched,L,G,C,R,2
other,45,U,F,2,L,G,D,R,2
other,27,H,F,3,L,G,B,C,2
FL,24,H,M,3,L,F,A,C,1
MO,30,H,M,2,L,F,C,C,3
NC,32,U,M,2,L,F,C,C,3
IL,2,H,F,3,L,G,A,U,1
other,40,U,F,2,L,F,D,R,2
IL,11,H,M,3,L,F,A,S,1
WI,35,U,F,Not matched,L,E,B,T,1
WA,3,H,F,2,L,D,A,U,1
FL,23,H,M,3,L,G,B,C,1
other,30,H,M,3,L,F,B,C,3
other,38,U,F,3,L,E,D,T,2
other,28,H,F,3,L,E,C,C,2
FL,43,U,M,2,L,F,D,R,2
CA,24,H,M,3,L,D,A,C,1
TX,27,H,F,3,L,D,A,C,2
MO,8,H,F,3,L,D,A,U,3
other,49,H,M,3,L,F,B,R,2
other,51,U,M,Not matched,L,F,C,R,3
TX,42,H,other,2,L,G,B,R,1
other,51,U,F,3,L,D,D,R,3
IN,44,H,M,3,L,F,B,R,2
MI,37,H,M,3,L,E,C,T,2
CA,4,U,M,Not matched,L,F,A,U,2
FL,24,U,F,Not matched,L,F,A,C,1
WA,18,U,M,Not matched,L,F,A,S,2
NC,30,H,F,3,L,F,B,C,3
other,51,U,M,3,L,E,D,R,3
NC,46,H,M,2,L,F,D,R,2
other,45,H,M,3,L,E,D,R,2
FL,13,H,F,3,L,G,B,S,1
IL,12,H,M,3,L,E,A,S,1
CA,7,U,M,1,L,G,A,U,2
CA,20,H,F,3,L,G,A,S,2
CA,11,H,F,1,L,G,A,S,1
TX,21,H,M,3,L,E,A,S,3
CA,1,U,F,Not matched,L,E,A,U,1
other,47,H,M,3,L,G,D,R,2
MO,43,H,M,3,L,F,D,R,2
MO,51,U,M,2,L,F,D,R,3
WA,40,U,M,Not matched,L,G,C,T,2
other,51,U,F,Not matched,L,D,B,R,3
IN,51,H,F,3,L,E,B,R,3
other,36,H,F,3,L,D,B,T,2
NC,49,H,F,2,L,F,B,R,2
IL,12,H,M,3,L,G,A,S,1
other,40,H,M,2,L,F,C,R,2
TX,11,H,M,3,L,D,A,S,1
IL,8,H,F,3,L,E,A,U,3
GA,34,H,F,2,L,G,B,T,1
other,35,U,F,Not matched,L,F,D,T,1
other,40,U,F,Not matched,L,F,B,T,2
other,11,U,F,1,L,G,B,S,1
other,18,H,M,2,L,F,A,S,2
TX,34,H,M,3,L,F,A,T,1
MI,40,U,M,Not matched,L,G,A,R,2
other,43,U,F,2,L,F,B,R,2
FL,12,H,F,3,L,E,B,S,1
IL,1,U,F,Not matched,L,G,A,U,1
NC,40,U,F,Not matched,L,F,C,T,2
MI,18,U,F,Not matched,L,F,A,S,2
IL,30,H,M,2,L,G,A,C,3
CA,40,H,F,3,L,F,A,R,2
other,44,H,M,3,L,G,C,R,2
FL,2,U,M,Not matched,L,G,A,U,1
other,42,U,F,2,L,F,B,R,1
WA,1,H,M,3,L,F,A,U,1
IL,5,H,F,2,L,D,A,U,2
other,42,H,M,3,L,F,B,R,1
NC,42,H,M,3,L,F,B,R,1
IN,40,U,M,Not matched,L,E,A,T,2
CA,18,H,F,3,L,F,A,S,2
NC,31,U,F,3,L,F,C,C,3
other,21,U,M,Not matched,L,D,B,S,3
NC,37,U,M,3,L,E,C,T,2
TX,14,H,M,3,L,G,A,S,1
other,32,U,M,2,L,F,B,C,3
other,49,H,F,2,L,F,B,R,2
GA,35,H,M,3,L,F,A,T,1
CA,12,H,M,3,L,G,B,S,1
other,49,H,M,3,L,F,D,R,2
IN,30,U,F,2,L,G,B,C,3
WI,40,H,F,2,L,E,C,R,2
CA,18,H,M,2,L,F,A,S,2
CA,21,H,F,3,L,F,A,S,3
MI,39,H,F,3,L,E,D,T,2
other,35,U,M,3,L,D,C,T,1
MO,44,H,F,2,L,G,A,R,2
NC,47,U,F,3,L,E,D,R,2
other,21,H,F,3,L,F,B,S,3
other,38,H,M,3,L,G,D,T,2
WA,25,U,F,Not matched,L,F,D,C,2
TX,40,U,M,Not matched,L,G,A,T,2
FL,11,H,M,2,L,F,B,S,1
NC,40,U,F,3,L,F,B,T,2
FL,33,U,M,1,L,E,C,C,3
MO,39,H,M,3,L,G,D,T,2
MI,40,U,F,1,L,G,C,R,2
CA,40,U,F,Not matched,L,F,A,T,2
CA,29,H,F,3,L,F,A,C,2
other,30,H,F,3,L,E,C,C,3
FL,14,U,F,Not matched,L,F,A,S,1
other,49,H,F,3,L,E,C,R,2
IL,24,U,M,1,L,E,A,C,1
IL,11,H,F,3,L,F,A,S,1
FL,26,H,M,3,L,E,B,C,2
MI,21,H,M,2,L,F,B,S,3
other,45,H,M,2,L,G,D,R,2
other,18,U,M,2,L,F,B,S,2
CA,4,U,F,Not matched,L,G,A,U,2
CA,24,H,M,2,L,G,A,C,1
IL,17,U,F,2,L,D,A,S,2
FL,11,H,M,3,L,G,A,S,1
CA,40,H,M,3,L,D,C,T,2
TX,35,H,M,3,L,G,A,T,1
IL,51,H,M,3,L,E,C,R,3
other,21,U,F,3,L,F,A,S,3
GA,11,H,F,3,L,F,A,S,1
GA,47,U,F,Not matched,L,F,D,R,2
other,35,H,M,2,L,F,B,T,1
CA,13,U,M,Not matched,L,F,A,S,1
other,31,H,F,2,L,E,B,C,3
FL,21,U,F,Not matched,L,E,A,S,3
other,35,H,F,2,L,D,C,T,1
IL,14,U,M,Not matched,L,E,A,S,1
NC,27,H,M,3,L,F,B,C,2
IL,1,U,F,1,L,G,A,U,1
NC,40,U,F,Not matched,L,E,B,T,2
IL,35,H,F,3,L,D,A,T,1
CA,24,U,M,Not matched,L,E,A,C,1
other,32,H,F,2,L,G,B,C,3
other,43,H,F,3,L,G,B,R,2
other,7,U,F,Not matched,L,F,B,U,2
FL,33,H,F,3,L,E,B,C,3
other,26,H,F,3,L,F,C,C,2
GA,36,U,M,3,L,G,D,T,2
other,45,U,F,3,L,G,D,R,2
IN,36,H,M,3,L,E,D,T,2
CA,14,H,M,3,L,F,A,S,1
NC,53,H,F,2,L,E,D,R,3
WA,34,U,F,Not matched,L,E,C,T,1
CA,40,H,M,3,L,F,A,T,2
CA,23,U,F,Not matched,L,E,A,C,1
other,40,H,M,3,L,G,B,R,2
IN,35,U,F,3,L,F,B,T,1
other,45,U,F,Not matched,L,E,D,R,2
MI,17,U,F,Not matched,L,E,B,S,2
CA,49,U,M,Not matched,L,F,C,R,2
other,49,H,M,3,L,F,B,R,2
CA,13,U,F,Not matched,L,F,A,S,1
NC,18,H,M,3,L,F,B,S,2
WA,49,U,M,Not matched,L,F,A,R,2
other,16,H,M,3,L,G,B,S,2
CA,34,U,F,2,L,G,A,T,1
MI,11,U,F,3,L,F,B,S,1
other,29,H,F,3,L,F,A,C,2
CA,20,U,F,Not matched,L,F,A,S,2
FL,12,H,M,3,L,F,B,S,1
other,16,U,F,Not matched,L,E,A,S,2
MI,16,H,F,3,L,E,A,S,2
WA,21,H,M,2,L,G,A,S,3
TX,40,H,F,3,L,E,A,T,2
IL,22,H,M,3,L,F,A,C,1
CA,11,U,F,Not matched,L,F,A,S,1
CA,35,H,F,2,L,G,B,T,1
WA,36,H,F,3,L,G,D,T,2
CA,24,H,M,1,L,F,A,C,1
other,39,U,F,3,L,F,B,T,2
other,40,H,M,3,L,E,C,T,2
GA,35,H,M,3,L,F,A,T,1
other,40,U,F,3,L,G,C,R,2
other,42,H,M,3,L,G,C,R,1
FL,18,H,M,2,L,G,B,S,2
FL,28,H,M,3,L,G,B,C,2
FL,51,H,F,3,L,F,C,R,3
other,14,H,M,3,L,F,C,S,1
TX,22,U,F,2,L,D,A,C,1
TX,45,U,M,Not matched,L,G,D,R,2
other,31,H,F,2,L,F,B,C,3
MI,53,H,F,3,L,F,D,R,3
FL,30,H,F,3,L,E,B,C,3
MI,21,H,F,3,L,E,B,S,3
other,36,H,F,3,L,G,D,T,2
other,35,U,F,3,L,E,C,T,1
CA,13,U,F,Not matched,L,E,A,S,1
CA,11,U,M,2,L,F,A,S,1
other,18,U,F,Not matched,L,F,A,S,2
other,53,H,F,3,L,E,B,R,3
CA,14,H,F,3,L,F,B,S,1
CA,17,U,F,Not matched,L,E,A,S,2
other,44,H,M,2,L,F,D,R,2
FL,4,H,M,3,L,F,A,U,2
other,10,U,M,Not matched,L,F,A,U,4
CA,31,U,F,Not matched,L,F,A,C,3
other,43,H,F,2,L,E,D,R,2
CA,13,H,F,3,L,F,A,S,1
CA,27,H,F,2,L,E,A,C,2
IL,18,H,F,3,L,G,A,S,2
MO,22,U,M,Not matched,L,E,C,C,1
other,8,U,F,3,L,F,B,U,3
WA,17,H,F,3,L,G,B,S,2
CA,18,U,M,2,L,G,A,S,2
IL,45,U,M,3,L,E,D,R,2
other,50,U,F,Not matched,L,F,D,R,3
other,16,H,F,3,L,F,A,S,2
MO,8,H,F,3,L,F,A,U,3
CA,9,U,F,Not matched,L,G,A,U,3
GA,35,U,M,Not matched,L,F,C,T,1
IL,51,U,M,Not matched,L,F,D,R,3
IL,26,U,M,Not matched,L,F,C,C,2
other,40,H,F,3,L,E,D,T,2
IN,27,U,M,Not matched,L,F,B,C,2
other,10,H,F,2,L,F,B,U,4
IL,8,H,F,3,L,E,A,U,3
other,35,H,M,2,L,G,A,T,1
CA,23,H,F,3,L,E,A,C,1
NC,28,U,F,Not matched,L,F,B,C,2
other,41,H,M,2,L,G,D,T,3
NC,39,H,M,3,L,F,C,T,2
other,10,U,F,Not matched,L,F,B,U,4
CA,2,U,F,1,L,E,A,U,1
other,7,U,M,Not matched,L,D,A,U,2
other,36,H,F,2,L,F,D,T,2
other,10,U,F,Not matched,L,G,A,U,4
CA,27,H,F,3,L,F,B,C,2
CA,20,U,M,Not matched,L,F,A,S,2
IL,14,H,M,2,L,F,A,S,1
WA,18,U,M,Not matched,L,F,A,S,2
other,29,H,F,3,L,G,B,C,2
other,41,U,F,Not matched,L,D,D,T,3
WA,17,U,F,Not matched,L,E,A,S,2
WI,45,H,F,3,L,F,D,R,2
other,34,U,F,1,L,G,C,T,1
MO,27,H,F,2,L,F,A,C,2
other,43,U,F,2,L,F,B,R,2
GA,11,H,M,3,L,G,A,S,1
CA,9,U,M,3,L,G,A,U,3
MO,14,H,F,3,L,F,A,S,1
WI,3,U,M,1,L,F,B,U,1
CA,7,U,F,Not matched,L,F,A,U,2
MI,51,H,F,3,L,G,D,R,3
FL,41,H,F,2,L,D,C,T,3
CA,27,U,other,1,L,G,A,C,2
NC,27,H,F,3,L,G,C,C,2
CA,31,H,M,2,L,F,A,C,3
other,25,U,F,Not matched,L,G,B,C,2
MI,13,H,M,2,L,G,A,S,1
IL,43,H,F,2,L,G,D,R,2
WA,17,H,F,3,L,F,A,S,2
other,18,U,M,Not matched,L,F,B,S,2
other,36,H,F,3,L,F,D,T,2
MO,10,H,M,3,L,F,A,U,4
TX,36,U,M,3,L,F,D,T,2
other,6,H,M,3,L,E,A,U,2
FL,40,H,F,2,L,G,D,R,2
IN,41,U,M,3,L,F,D,T,3
MI,10,H,F,2,L,F,A,U,4
CA,2,H,F,3,L,F,A,U,1
CA,3,H,M,3,L,G,A,U,1
MI,22,U,F,2,L,F,B,C,1
IN,22,U,F,Not matched,L,F,C,C,1
MI,12,H,F,3,L,G,A,S,1
other,35,H,M,3,L,F,B,T,1
CA,14,H,F,2,L,F,A,S,1
IL,30,H,F,3,L,F,A,C,3
other,51,U,M,Not matched,L,G,D,R,3
other,49,U,F,Not matched,L,E,B,R,2
GA,50,H,F,2,L,E,D,R,3
CA,12,U,F,1,L,G,A,S,1
CA,1,U,M,Not matched,L,F,A,U,1
CA,13,H,F,3,L,F,A,S,1
other,11,U,M,1,L,F,B,S,1
IN,36,U,F,Not matched,L,F,D,T,2
FL,40,U,F,Not matched,L,G,C,R,2
other,39,H,M,3,L,F,D,T,2
other,24,H,F,3,L,F,B,C,1
other,49,U,F,Not matched,L,G,D,R,2
CA,12,U,F,2,L,G,B,S,1
TX,41,U,F,Not matched,L,F,A,T,3
CA,4,U,F,1,L,G,A,U,2
CA,18,H,F,3,L,E,B,S,2
MO,49,H,M,3,L,D,B,R,2
MI,17,U,M,3,L,E,A,S,2
IL,35,H,M,3,L,G,A,T,1
CA,13,H,F,3,L,G,A,S,1
other,27,U,M,Not matched,L,F,A,C,2
FL,40,U,F,3,L,E,B,R,2
other,28,H,F,2,L,E,B,C,2
other,13,U,F,3,L,F,B,S,1
IL,11,H,F,3,L,F,A,S,1
